time,y,segment_id,phase,trend,baseline
174,2.81753133156075,Control,0.0,0,0
175,1.2131139536217264,Control,0.0,0,0
176,-2.356907122564599,Control,0.0,0,0
177,-4.2932214567342974,Control,0.0,0,0
178,-5.6907311215955945,Control,0.0,0,0
179,-2.5333919003489336,Control,0.0,0,0
180,0.23346944815295295,Control,0.0,0,0
181,2.491747759675257,Control,0.0,0,0
182,4.97793316382639,Control,0.0,0,0
183,4.858902225034726,Control,0.0,0,0
184,2.8988478557662174,Control,0.0,0,0
185,0.10202143282838076,Control,0.0,0,0
186,-3.282062201331391,Control,0.0,0,0
187,-5.264189414890982,Control,0.0,0,0
188,-4.5375061621110735,Control,0.0,0,0
189,-4.458321336373005,Control,0.0,0,0
190,0.8172772328986541,Control,0.0,0,0
191,3.129737004029254,Control,0.0,0,0
192,4.277758606502123,Control,0.0,0,0
193,4.940848973406612,Control,0.0,0,0
194,2.843152185964291,Control,0.0,0,0
195,0.11952347587035261,Control,0.0,0,0
196,-2.5719375377061358,Control,0.0,0,0
197,-4.440626964338474,Control,0.0,0,0
198,-4.165122294611107,Control,0.0,0,0
199,-2.612431603328196,Control,0.0,0,0
200,-0.04706709517879811,Control,0.0,0,0
201,2.759978242643051,Control,0.0,0,0
202,4.866883395337664,Control,0.0,0,0
203,5.757860065028529,Control,0.0,0,0
204,1.760982789371991,Control,0.0,0,0
205,-0.5556430327343973,Control,0.0,0,0
206,-3.4881934149982214,Control,0.0,0,0
207,-4.7054664272036515,Control,0.0,0,0
208,-4.935627178306334,Control,0.0,0,0
209,-3.7530268043148554,Control,0.0,0,0
210,0.020684475529058936,Control,0.0,0,0
211,3.702440305307519,Control,0.0,0,0
212,4.264494681818548,Control,0.0,0,0
213,5.315501642299697,Control,0.0,0,0
214,2.3353279705504604,Control,0.0,0,0
215,0.04612393430679822,Control,0.0,0,0
216,-3.541106621619726,Control,0.0,0,0
217,-4.401560883983959,Control,0.0,0,0
218,-4.21709091296108,Control,0.0,0,0
219,-2.6076822640266726,Control,0.0,0,0
220,-0.3942562299781924,Control,0.0,0,0
221,3.3948903656731924,Control,0.0,0,0
222,5.008089992625059,Control,0.0,0,0
223,4.106112252271917,Control,0.0,0,0
224,4.189781423991869,Control,0.0,0,0
225,0.6151211013114346,Control,0.0,0,0
226,-3.8330269774773504,Control,0.0,0,0
227,-4.579055711904824,Control,0.0,0,0
228,-5.74339637516697,Control,0.0,0,0
229,-3.493889990985337,Control,0.0,0,0
230,-0.5479343198822608,Control,0.0,0,0
231,2.5621804223547473,Control,0.0,0,0
232,4.446872142020579,Control,0.0,0,0
233,4.529216952884426,Control,0.0,0,0
234,3.1747317702862903,Control,0.0,0,0
235,-0.2570461822062108,Control,0.0,0,0
236,-2.6544004079843213,Control,0.0,0,0
237,-4.732258179063771,Control,0.0,0,0
238,-4.58924822815726,Control,0.0,0,0
239,-2.986933320192606,Control,0.0,0,0
240,-0.5411931544918054,Control,0.0,0,0
241,3.1225208516412697,Control,0.0,0,0
242,3.6653005519043935,Control,0.0,0,0
243,4.7591547438305035,Control,0.0,0,0
244,3.511153991913818,Control,0.0,0,0
245,-0.36894487449391855,Control,0.0,0,0
246,-3.7216675675281774,Control,0.0,0,0
247,-5.379605099742031,Control,0.0,0,0
248,-3.728451232691972,Control,0.0,0,0
249,-2.5090056756167325,Control,0.0,0,0
250,-0.46173756800842436,Control,0.0,0,0
251,3.559048262167723,Control,0.0,0,0
252,5.284618887830655,Control,0.0,0,0
253,5.1594243351928295,Control,0.0,0,0
254,2.855461156278733,Control,0.0,0,0
255,-0.09618918854342237,Control,0.0,0,0
256,-2.741047247611428,Control,0.0,0,0
257,-4.578183779537505,Control,0.0,0,0
258,-4.7899018505319,Control,0.0,0,0
259,-2.838025912983335,Control,0.0,0,0
260,-0.6483182589805905,Control,0.0,0,0
261,3.3446606931932874,Control,0.0,0,0
262,5.168501284251087,Control,0.0,0,0
263,3.9942549343554044,Control,0.0,0,0
264,4.045880661090866,Control,0.0,0,0
265,0.5348048220053329,Control,0.0,0,0
266,-3.4814618787158054,Control,0.0,0,0
267,-4.978946866812383,Control,0.0,0,0
268,-4.637508481222594,Control,0.0,0,0
269,-4.303590712667068,Control,0.0,0,0
270,0.49820094458927483,Control,0.0,0,0
271,2.2523223546628515,Control,0.0,0,0
272,3.651687226213496,Control,0.0,0,0
273,4.067057730972443,Control,0.0,0,0
274,3.0671388666021224,Control,0.0,0,0
275,-0.27827236366798846,Control,0.0,0,0
276,-2.571333321461965,Control,0.0,0,0
277,-5.936093403266721,Control,0.0,0,0
278,-4.584309206720654,Control,0.0,0,0
279,-2.6004943802578175,Control,0.0,0,0
280,-0.7783223809520268,Control,0.0,0,0
281,1.9203059170616972,Control,0.0,0,0
282,3.9584681556390975,Control,0.0,0,0
283,5.005860701438919,Control,0.0,0,0
284,2.6338400082000106,Control,0.0,0,0
285,0.42372710659134954,Control,0.0,0,0
286,-2.7185427857992472,Control,0.0,0,0
287,-4.740066314674073,Control,0.0,0,0
288,-4.8840182870519975,Control,0.0,0,0
289,-2.700649021918488,Control,0.0,0,0
290,0.7441876085640192,Control,0.0,0,0
291,3.662502697844726,Control,0.0,0,0
292,3.5412261576554096,Control,0.0,0,0
293,5.061606029475781,Control,0.0,0,0
294,3.744624387854521,Control,0.0,0,0
295,-0.05778587068752927,Control,0.0,0,0
296,-2.330191911649367,Control,0.0,0,0
297,-4.8131208318334195,Control,0.0,0,0
298,-4.647117270626432,Control,0.0,0,0
299,-4.091814045864804,Control,0.0,0,0
300,-0.0437651280377446,Experiment,3.141592653589793,0,0
301,-3.3291684184434307,Experiment,3.141592653589793,0,0
302,-4.854677858920238,Experiment,3.141592653589793,0,0
303,-4.742808611793851,Experiment,3.141592653589793,0,0
304,-2.704954767587978,Experiment,3.141592653589793,0,0
305,0.36130541670505933,Experiment,3.141592653589793,0,0
306,1.5659151555360753,Experiment,3.141592653589793,0,0
307,4.409557255879413,Experiment,3.141592653589793,0,0
308,4.370425495728768,Experiment,3.141592653589793,0,0
309,3.5012221045133174,Experiment,3.141592653589793,0,0
310,0.063487826684794,Experiment,3.141592653589793,0,0
311,-2.1469766016031544,Experiment,3.141592653589793,0,0
312,-4.625421294188439,Experiment,3.141592653589793,0,0
313,-5.21287115869258,Experiment,3.141592653589793,0,0
314,-3.566934722316917,Experiment,3.141592653589793,0,0
315,0.11852774482656056,Experiment,3.141592653589793,0,0
316,2.1547528012524397,Experiment,3.141592653589793,0,0
317,4.6178784730776945,Experiment,3.141592653589793,0,0
318,4.125589385976868,Experiment,3.141592653589793,0,0
319,2.5376338610049034,Experiment,3.141592653589793,0,0
320,0.7626854577450918,Experiment,3.141592653589793,0,0
321,-1.476076117008234,Experiment,3.141592653589793,0,0
322,-4.810350969147323,Experiment,3.141592653589793,0,0
323,-4.83698536820991,Experiment,3.141592653589793,0,0
324,-3.359704123230395,Experiment,3.141592653589793,0,0
325,0.055416729859210964,Experiment,3.141592653589793,0,0
326,2.420454916391428,Experiment,3.141592653589793,0,0
327,4.230352467360448,Experiment,3.141592653589793,0,0
328,5.058646846846662,Experiment,3.141592653589793,0,0
329,2.8110984900827027,Experiment,3.141592653589793,0,0
330,0.11078001675832572,Experiment,3.141592653589793,0,0
331,-2.5670632229873176,Experiment,3.141592653589793,0,0
332,-5.4692064124983535,Experiment,3.141592653589793,0,0
333,-4.430941018808302,Experiment,3.141592653589793,0,0
334,-3.0114434591943886,Experiment,3.141592653589793,0,0
335,-0.39638327162432774,Experiment,3.141592653589793,0,0
336,3.1430508491766327,Experiment,3.141592653589793,0,0
337,4.582220752605822,Experiment,3.141592653589793,0,0
338,4.712477037197455,Experiment,3.141592653589793,0,0
339,3.5864836722865707,Experiment,3.141592653589793,0,0
340,-0.08989767742700394,Experiment,3.141592653589793,0,0
341,-3.730427012598227,Experiment,3.141592653589793,0,0
342,-4.559279437798306,Experiment,3.141592653589793,0,0
343,-4.902782188976444,Experiment,3.141592653589793,0,0
344,-2.692364765123582,Experiment,3.141592653589793,0,0
345,-0.055467903468639744,Experiment,3.141592653589793,0,0
346,3.197291571294237,Experiment,3.141592653589793,0,0
347,5.0084669308466285,Experiment,3.141592653589793,0,0
348,5.242793872667234,Experiment,3.141592653589793,0,0
349,2.6346800266380503,Experiment,3.141592653589793,0,0
350,-0.19520691864806525,Experiment,3.141592653589793,0,0
351,-3.0700415648878714,Experiment,3.141592653589793,0,0
352,-4.583290103602789,Experiment,3.141592653589793,0,0
353,-5.110502652009199,Experiment,3.141592653589793,0,0
354,-3.0771690196213264,Experiment,3.141592653589793,0,0
355,0.10145613900309368,Experiment,3.141592653589793,0,0
356,2.605897386955807,Experiment,3.141592653589793,0,0
357,4.922018442150712,Experiment,3.141592653589793,0,0
358,4.96540705389117,Experiment,3.141592653589793,0,0
359,2.6682835633032354,Experiment,3.141592653589793,0,0
360,0.2307389887440975,Experiment,3.141592653589793,0,0
361,-2.8491960744160743,Experiment,3.141592653589793,0,0
362,-5.087382604898652,Experiment,3.141592653589793,0,0
363,-3.787447786782173,Experiment,3.141592653589793,0,0
364,-1.906202527742989,Experiment,3.141592653589793,0,0
365,0.7592857392553385,Experiment,3.141592653589793,0,0
366,2.6353634671690944,Experiment,3.141592653589793,0,0
367,5.049021230470194,Experiment,3.141592653589793,0,0
368,4.610949721399828,Experiment,3.141592653589793,0,0
369,3.599669450483149,Experiment,3.141592653589793,0,0
370,0.8428953660131324,Experiment,3.141592653589793,0,0
371,-2.8443775722677875,Experiment,3.141592653589793,0,0
372,-4.642413089085995,Experiment,3.141592653589793,0,0
373,-5.370943242184746,Experiment,3.141592653589793,0,0
374,-1.9480666802386342,Experiment,3.141592653589793,0,0
375,-0.18344126304137917,Experiment,3.141592653589793,0,0
376,2.7818554442244996,Experiment,3.141592653589793,0,0
377,4.916450115090659,Experiment,3.141592653589793,0,0
378,4.763180545439323,Experiment,3.141592653589793,0,0
379,3.6179982135194426,Experiment,3.141592653589793,0,0
380,-0.35044936351144096,Experiment,3.141592653589793,0,0
381,-2.9624730664260293,Experiment,3.141592653589793,0,0
382,-4.3846494276397,Experiment,3.141592653589793,0,0
383,-4.915068769940557,Experiment,3.141592653589793,0,0
384,-4.142946668054247,Experiment,3.141592653589793,0,0
385,0.705500380779756,Experiment,3.141592653589793,0,0
386,2.9931086067301145,Experiment,3.141592653589793,0,0
387,4.960480225019702,Experiment,3.141592653589793,0,0
388,4.963774160944706,Experiment,3.141592653589793,0,0
389,2.350613528837446,Experiment,3.141592653589793,0,0
390,1.2790508994132275,Experiment,3.141592653589793,0,0
391,-2.2164474609541296,Experiment,3.141592653589793,0,0
392,-4.093235657796374,Experiment,3.141592653589793,0,0
393,-4.750626439377544,Experiment,3.141592653589793,0,0
394,-3.031242690552692,Experiment,3.141592653589793,0,0
395,-1.2123717415303763,Experiment,3.141592653589793,0,0
396,2.262756244560387,Experiment,3.141592653589793,0,0
397,5.2296539408101355,Experiment,3.141592653589793,0,0
398,4.284612714299287,Experiment,3.141592653589793,0,0
399,4.039705232737933,Experiment,3.141592653589793,0,0
