time,y,segment_id,phase,trend,baseline
62,4.147504080273302,Control,0,0.0,0
63,5.262004474861901,Control,0,0.0,0
64,2.568456643386021,Control,0,0.0,0
65,0.4551086249205433,Control,0,0.0,0
66,-2.9583773741728736,Control,0,0.0,0
67,-4.664922667419852,Control,0,0.0,0
68,-4.8077195294755315,Control,0,0.0,0
69,-2.7543587087654755,Control,0,0.0,0
70,0.28225827072181314,Control,0,0.0,0
71,2.3906444092992034,Control,0,0.0,0
72,4.637032169650413,Control,0,0.0,0
73,4.659907659988105,Control,0,0.0,0
74,3.0002468013313757,Control,0,0.0,0
75,0.12757959905589308,Control,0,0.0,0
76,-2.8205130207613975,Control,0,0.0,0
77,-4.6159629792595815,Control,0,0.0,0
78,-4.819857466635482,Control,0,0.0,0
79,-2.299545250955316,Control,0,0.0,0
80,0.3733736485065405,Control,0,0.0,0
81,2.3257299027360663,Control,0,0.0,0
82,4.7468275686776895,Control,0,0.0,0
83,5.0163431683043544,Control,0,0.0,0
84,2.8408797063745985,Control,0,0.0,0
85,0.06388387141779119,Control,0,0.0,0
86,-2.893260922586588,Control,0,0.0,0
87,-4.925774013587591,Control,0,0.0,0
88,-4.522518486259066,Control,0,0.0,0
89,-2.92178119166956,Control,0,0.0,0
90,-0.662867536447404,Control,0,0.0,0
91,2.8744921846558156,Control,0,0.0,0
92,4.789062365975767,Control,0,0.0,0
93,5.005395265253576,Control,0,0.0,0
94,3.175881297924151,Control,0,0.0,0
95,0.22568972054360215,Control,0,0.0,0
96,-2.779922760869353,Control,0,0.0,0
97,-4.999754511530303,Control,0,0.0,0
98,-4.072172010228642,Control,0,0.0,0
99,-2.517508914111181,Control,0,0.0,0
100,-0.33573967354133183,Control,0,0.0,0
101,3.1528519971378355,Control,0,0.0,0
102,5.544289821862206,Control,0,0.0,0
103,4.9877818415806505,Control,0,0.0,0
104,3.020540808660272,Control,0,0.0,0
105,0.2816691081602242,Control,0,0.0,0
106,-3.536957401664969,Control,0,0.0,0
107,-4.5509914061877845,Control,0,0.0,0
108,-5.243132064817269,Control,0,0.0,0
109,-3.8305607641030925,Control,0,0.0,0
110,0.22302979121601677,Control,0,0.0,0
111,3.5364333081229145,Control,0,0.0,0
112,5.330991301777656,Control,0,0.0,0
113,4.808292228399147,Control,0,0.0,0
114,3.225775149166292,Control,0,0.0,0
115,-0.2176150785609697,Control,0,0.0,0
116,-2.508018214729657,Control,0,0.0,0
117,-4.950158373675974,Control,0,0.0,0
118,-5.084352450237467,Control,0,0.0,0
119,-3.137064893347119,Control,0,0.0,0
120,-0.4519571804078538,Control,0,0.0,0
121,2.634292134040817,Control,0,0.0,0
122,5.250030561586221,Control,0,0.0,0
123,4.701401069427876,Control,0,0.0,0
124,3.3554878553726657,Control,0,0.0,0
125,-0.5878548734152145,Control,0,0.0,0
126,-2.2870992805440085,Control,0,0.0,0
127,-4.464791312073845,Control,0,0.0,0
128,-4.567927842437346,Control,0,0.0,0
129,-3.0992554851793,Control,0,0.0,0
130,0.12071780755595278,Control,0,0.0,0
131,2.8805247657271806,Control,0,0.0,0
132,5.103408736555723,Control,0,0.0,0
133,4.5236219136066715,Control,0,0.0,0
134,3.225862107674758,Control,0,0.0,0
135,0.23500945807929377,Control,0,0.0,0
136,-3.090341416095914,Control,0,0.0,0
137,-4.703649637951953,Control,0,0.0,0
138,-4.799799033382415,Control,0,0.0,0
139,-3.0846828004726756,Control,0,0.0,0
140,-1.1446172853177814,Control,0,0.0,0
141,3.416884692967793,Control,0,0.0,0
142,4.515184026550129,Control,0,0.0,0
143,4.661833696964209,Control,0,0.0,0
144,3.8836708270971467,Control,0,0.0,0
145,-0.6737668155206012,Control,0,0.0,0
146,-2.508807167704602,Control,0,0.0,0
147,-5.032765961016571,Control,0,0.0,0
148,-4.66372177917013,Control,0,0.0,0
149,-2.302410937977347,Control,0,0.0,0
150,0.9503131114707849,Control,0,0.0,0
151,3.286552769736101,Control,0,0.0,0
152,4.372274289090952,Control,0,0.0,0
153,4.94856340832509,Control,0,0.0,0
154,2.9969556702183184,Control,0,0.0,0
155,0.27411582930476,Control,0,0.0,0
156,-3.0463245750274437,Control,0,0.0,0
157,-5.684616564942279,Control,0,0.0,0
158,-4.557220510016853,Control,0,0.0,0
159,-3.1516221085837146,Control,0,0.0,0
160,-0.3264333368723514,Control,0,0.0,0
161,3.6958992366519943,Control,0,0.0,0
162,3.8539971182005237,Control,0,0.0,0
163,4.670654048852703,Control,0,0.0,0
164,3.1735179094502244,Control,0,0.0,0
165,-0.5239959491954334,Control,0,0.0,0
166,-2.618213047493196,Control,0,0.0,0
167,-4.660146287984098,Control,0,0.0,0
168,-4.861205143483464,Control,0,0.0,0
169,-3.140759068086393,Control,0,0.0,0
170,0.10532104251016604,Control,0,0.0,0
171,2.596709044027116,Control,0,0.0,0
172,4.707455462145215,Control,0,0.0,0
173,3.383676574572828,Control,0,0.0,0
174,3.067785995202347,Control,0,0.0,0
175,-0.11153318792438625,Control,0,0.0,0
176,-3.6108209294881357,Control,0,0.0,0
177,-4.331135219219107,Control,0,0.0,0
178,-4.107905097462954,Control,0,0.0,0
179,-3.1076579140250673,Control,0,0.0,0
180,0.24627868111710272,Control,0,0.0,0
181,2.8612349638994554,Control,0,0.0,0
182,4.792895393328212,Control,0,0.0,0
183,5.138262135413421,Control,0,0.0,0
184,3.7372701289936305,Control,0,0.0,0
185,-0.12600962640207466,Control,0,0.0,0
186,-2.828456660503411,Control,0,0.0,0
187,-5.141732988056264,Control,0,0.0,0
188,-4.998823609824833,Control,0,0.0,0
189,-1.878912448708661,Control,0,0.0,0
190,-0.5758761463244975,Control,0,0.0,0
191,2.6871877140172904,Control,0,0.0,0
192,5.455998730902007,Control,0,0.0,0
193,3.2956055746865207,Control,0,0.0,0
194,2.8681100281493728,Control,0,0.0,0
195,0.3875798024768156,Control,0,0.0,0
196,-2.9979352766579748,Control,0,0.0,0
197,-4.905614404144286,Control,0,0.0,0
198,-4.578383547325097,Control,0,0.0,0
199,-2.940863449036187,Control,0,0.0,0
200,-0.3351021277744458,Control,0,0.0,0
201,3.118326774119401,Control,0,0.0,0
202,5.718920132432969,Control,0,0.0,0
203,4.246088219584396,Control,0,0.0,0
204,2.267157566272273,Control,0,0.0,0
205,-0.4682884271289647,Control,0,0.0,0
206,-3.250154626971733,Control,0,0.0,0
207,-3.2807687551273315,Control,0,0.0,0
208,-5.635019706861837,Control,0,0.0,0
209,-2.94825184378745,Control,0,0.0,0
210,-0.7203015169448999,Control,0,0.0,0
211,2.6598392501035417,Control,0,0.0,0
212,5.193963632077589,Control,0,0.0,0
213,5.438290730111461,Control,0,0.0,0
214,3.0637149007697375,Control,0,0.0,0
215,0.21172480433569774,Control,0,0.0,0
216,-3.2890839546884734,Control,0,0.0,0
217,-4.218867288891295,Control,0,0.0,0
218,-5.34017940396127,Control,0,0.0,0
219,-2.972763059739101,Control,0,0.0,0
220,0.022466981790449276,Control,0,0.0,0
221,3.0261508919251856,Control,0,0.0,0
222,4.844562958043004,Control,0,0.0,0
223,4.798560499878819,Control,0,0.0,0
224,3.4711612151359508,Control,0,0.0,0
225,0.5044530409752465,Control,0,0.0,0
226,-3.2832281700114083,Control,0,0.0,0
227,-5.302105749680587,Control,0,0.0,0
228,-5.79804544216706,Control,0,0.0,0
229,-3.371989663990355,Control,0,0.0,0
230,0.5362276813706451,Control,0,0.0,0
231,2.5111850643968223,Control,0,0.0,0
232,3.934205750023657,Control,0,0.0,0
233,4.402165218707985,Control,0,0.0,0
234,2.2406171010311313,Control,0,0.0,0
235,-0.497292043645985,Control,0,0.0,0
236,-3.0504415701486303,Control,0,0.0,0
237,-4.0137782480071,Control,0,0.0,0
238,-5.312232530594056,Control,0,0.0,0
239,-3.4081832335936926,Control,0,0.0,0
240,-0.7280033990054641,Control,0,0.0,0
241,2.7518386414914544,Control,0,0.0,0
242,4.2809237382181,Control,0,0.0,0
243,4.588237972075032,Control,0,0.0,0
244,2.7510070731425027,Control,0,0.0,0
245,-0.8368372092464612,Control,0,0.0,0
246,-2.820625173915502,Control,0,0.0,0
247,-5.740811428396077,Control,0,0.0,0
248,-4.041066713857017,Control,0,0.0,0
249,-2.7505626534850913,Control,0,0.0,0
250,0.04047061669473107,Control,0,0.0,0
251,0.9532364445064405,Control,0,0.0,0
252,5.02518452870125,Control,0,0.0,0
253,3.878880167581821,Control,0,0.0,0
254,2.4118202571824376,Control,0,0.0,0
255,-0.011085259455377043,Control,0,0.0,0
256,-3.1204642084427467,Control,0,0.0,0
257,-4.556200861496563,Control,0,0.0,0
258,-4.264951766449332,Control,0,0.0,0
259,-2.2932966164024,Control,0,0.0,0
260,0.4410157190570519,Control,0,0.0,0
261,2.508810678130855,Control,0,0.0,0
262,4.5811244038571814,Control,0,0.0,0
263,4.491852735320805,Control,0,0.0,0
264,3.2893704073439882,Control,0,0.0,0
265,0.22395631982101832,Control,0,0.0,0
266,-2.6479761501458614,Control,0,0.0,0
267,-4.429038304052034,Control,0,0.0,0
268,-4.89522955913228,Control,0,0.0,0
269,-2.1965519818038097,Control,0,0.0,0
270,0.5371244159016362,Control,0,0.0,0
271,3.320345909622202,Control,0,0.0,0
272,4.968902642674475,Control,0,0.0,0
273,5.413227449178418,Control,0,0.0,0
274,3.266580878738495,Control,0,0.0,0
275,-1.7259711004946343,Control,0,0.0,0
276,-2.38922564189239,Control,0,0.0,0
277,-5.19313516483855,Control,0,0.0,0
278,-5.519113969458113,Control,0,0.0,0
279,-2.5494561974929386,Control,0,0.0,0
280,0.05427800354522675,Control,0,0.0,0
281,2.9211415049885066,Control,0,0.0,0
282,4.756250298091562,Control,0,0.0,0
283,4.866754670986683,Control,0,0.0,0
284,2.7365723074906447,Control,0,0.0,0
285,0.32917585536564475,Control,0,0.0,0
286,-3.1581785994033034,Control,0,0.0,0
287,-5.188688520899119,Control,0,0.0,0
288,-3.909929123441619,Control,0,0.0,0
289,-2.6388573916040485,Control,0,0.0,0
290,0.010733146633166595,Control,0,0.0,0
291,3.2793746693469537,Control,0,0.0,0
292,5.018572199517232,Control,0,0.0,0
293,5.150334678807344,Control,0,0.0,0
294,2.8015754740121364,Control,0,0.0,0
295,0.3449341469378634,Control,0,0.0,0
296,-2.2646904822330844,Control,0,0.0,0
297,-5.382224988287393,Control,0,0.0,0
298,-4.831650516957194,Control,0,0.0,0
299,-3.892908865085295,Control,0,0.0,0
300,0.6306939856803319,Experiment,0,0.0,0
301,2.980726338612169,Experiment,0,0.2,0
302,5.37845555416522,Experiment,0,0.4,0
303,4.614841589932729,Experiment,0,0.6000000000000001,0
304,3.058749772732796,Experiment,0,0.8,0
305,0.40150520951990254,Experiment,0,1.0,0
306,-1.096894564597156,Experiment,0,1.2000000000000002,0
307,-2.873560186016678,Experiment,0,1.4000000000000001,0
308,-2.8486884348754793,Experiment,0,1.6,0
309,-1.5463620778264895,Experiment,0,1.8,0
310,2.257044131027042,Experiment,0,2.0,0
311,6.0863563543017225,Experiment,0,2.2,0
312,7.554250541532237,Experiment,0,2.4000000000000004,0
313,7.397947364651434,Experiment,0,2.6,0
314,6.456158440051145,Experiment,0,2.8000000000000003,0
315,3.8013496099139763,Experiment,0,3.0,0
316,-0.4432217090256777,Experiment,0,3.2,0
317,-2.012086578319386,Experiment,0,3.4000000000000004,0
318,-1.2051033574150314,Experiment,0,3.6,0
319,1.0890153891439953,Experiment,0,3.8000000000000003,0
320,4.549086555174048,Experiment,0,4.0,0
321,6.842916100233531,Experiment,0,4.2,0
322,8.979744461848549,Experiment,0,4.4,0
323,9.216844678813132,Experiment,0,4.6000000000000005,0
324,8.320305699272321,Experiment,0,4.800000000000001,0
325,4.4608180007479525,Experiment,0,5.0,0
326,2.378327969781907,Experiment,0,5.2,0
327,0.7132432416330678,Experiment,0,5.4,0
328,0.3773092267492189,Experiment,0,5.6000000000000005,0
329,4.008762283232651,Experiment,0,5.800000000000001,0
330,6.001758978787215,Experiment,0,6.0,0
331,8.740382279481288,Experiment,0,6.2,0
332,10.306280839941408,Experiment,0,6.4,0
333,11.623138365164795,Experiment,0,6.6000000000000005,0
334,9.992813515668635,Experiment,0,6.800000000000001,0
335,7.52464629970693,Experiment,0,7.0,0
336,4.165601987576056,Experiment,0,7.2,0
337,2.7389688737410416,Experiment,0,7.4,0
338,2.533372451517644,Experiment,0,7.6000000000000005,0
339,4.811070950231946,Experiment,0,7.800000000000001,0
340,8.147819248459145,Experiment,0,8.0,0
341,10.294568684556602,Experiment,0,8.200000000000001,0
342,12.884683742476316,Experiment,0,8.4,0
343,12.867100949923566,Experiment,0,8.6,0
344,11.620398697915945,Experiment,0,8.8,0
345,8.784001724344865,Experiment,0,9.0,0
346,5.764443342054546,Experiment,0,9.200000000000001,0
347,5.569382996346408,Experiment,0,9.4,0
348,3.347452845089049,Experiment,0,9.600000000000001,0
349,6.24094700185611,Experiment,0,9.8,0
350,10.694344234013526,Experiment,0,10.0,0
351,13.85440746482809,Experiment,0,10.200000000000001,0
352,15.680109113730442,Experiment,0,10.4,0
353,15.175592843469715,Experiment,0,10.600000000000001,0
354,14.107824679553762,Experiment,0,10.8,0
355,10.052131850939961,Experiment,0,11.0,0
356,8.689395095911873,Experiment,0,11.200000000000001,0
357,6.612305757031953,Experiment,0,11.4,0
358,6.703032552468876,Experiment,0,11.600000000000001,0
359,8.479439968615816,Experiment,0,11.8,0
360,11.635949027266914,Experiment,0,12.0,0
361,14.847848037615769,Experiment,0,12.200000000000001,0
362,17.02286169396266,Experiment,0,12.4,0
363,17.31708208713852,Experiment,0,12.600000000000001,0
364,16.0494493382273,Experiment,0,12.8,0
365,13.097415723660776,Experiment,0,13.0,0
366,9.473372095584015,Experiment,0,13.200000000000001,0
367,9.410677329783129,Experiment,0,13.4,0
368,8.798734122460587,Experiment,0,13.600000000000001,0
369,10.353316199879153,Experiment,0,13.8,0
370,13.361280241188668,Experiment,0,14.0,0
371,16.38233742994819,Experiment,0,14.200000000000001,0
372,19.42756111745216,Experiment,0,14.4,0
373,19.569210767582042,Experiment,0,14.600000000000001,0
374,16.735560766867163,Experiment,0,14.8,0
375,14.305031560861368,Experiment,0,15.0,0
376,12.344710599071671,Experiment,0,15.200000000000001,0
377,10.35393134218623,Experiment,0,15.4,0
378,10.511494980091008,Experiment,0,15.600000000000001,0
379,12.552722387142994,Experiment,0,15.8,0
380,15.987569887968869,Experiment,0,16.0,0
381,18.569027152013888,Experiment,0,16.2,0
382,21.573908722029053,Experiment,0,16.400000000000002,0
383,22.312199986829654,Experiment,0,16.6,0
384,19.847185742448882,Experiment,0,16.8,0
385,17.238846735281932,Experiment,0,17.0,0
386,14.027792120382891,Experiment,0,17.2,0
387,12.368773564552644,Experiment,0,17.400000000000002,0
388,13.152550446878896,Experiment,0,17.6,0
389,15.363662957855931,Experiment,0,17.8,0
390,17.742127534486407,Experiment,0,18.0,0
391,21.653695274342194,Experiment,0,18.2,0
392,22.302952200617565,Experiment,0,18.400000000000002,0
393,23.433591102904575,Experiment,0,18.6,0
394,21.49820676079707,Experiment,0,18.8,0
395,18.71461642518494,Experiment,0,19.0,0
396,17.43185502134653,Experiment,0,19.200000000000003,0
397,14.610447266353692,Experiment,0,19.400000000000002,0
398,14.778310440769726,Experiment,0,19.6,0
399,16.75213405532412,Experiment,0,19.8,0
