time,y,segment_id,phase,trend,baseline
208,-4.9357073558025935,Control,0,0,0
209,-2.969361164001265,Control,0,0,0
210,0.38608880246197075,Control,0,0,0
211,2.6790162800850155,Control,0,0,0
212,4.711938884654621,Control,0,0,0
213,3.6739552743388364,Control,0,0,0
214,3.5449845381514793,Control,0,0,0
215,0.8902387363772287,Control,0,0,0
216,-2.90941207102059,Control,0,0,0
217,-5.274431971540139,Control,0,0,0
218,-4.457552583250064,Control,0,0,0
219,-3.6213548141015437,Control,0,0,0
220,0.2992673951908688,Control,0,0,0
221,2.3258296113955725,Control,0,0,0
222,5.456997947705915,Control,0,0,0
223,5.032818391051242,Control,0,0,0
224,2.7602578051124858,Control,0,0,0
225,-0.7846666552695271,Control,0,0,0
226,-2.957145400622306,Control,0,0,0
227,-4.928930371366902,Control,0,0,0
228,-5.154123601330988,Control,0,0,0
229,-3.660494054292364,Control,0,0,0
230,-0.383318252222509,Control,0,0,0
231,4.183342874225119,Control,0,0,0
232,4.64156977176473,Control,0,0,0
233,4.2282797815045186,Control,0,0,0
234,2.5083374511408323,Control,0,0,0
235,-0.7638309809192247,Control,0,0,0
236,-2.968526777216944,Control,0,0,0
237,-4.265121089423505,Control,0,0,0
238,-5.148495491023356,Control,0,0,0
239,-3.0549808546009674,Control,0,0,0
240,-0.21289900927546718,Control,0,0,0
241,3.2232688275221655,Control,0,0,0
242,4.839849543555632,Control,0,0,0
243,4.547040434544349,Control,0,0,0
244,2.406615510250554,Control,0,0,0
245,-0.007961748747236784,Control,0,0,0
246,-2.5092878089479442,Control,0,0,0
247,-5.159225271032213,Control,0,0,0
248,-4.9211094951625025,Control,0,0,0
249,-2.3575041915856128,Control,0,0,0
250,0.05851013472049023,Control,0,0,0
251,3.227456844647468,Control,0,0,0
252,4.362720306078609,Control,0,0,0
253,4.919914246497504,Control,0,0,0
254,2.7841288759940213,Control,0,0,0
255,-0.48085796067841685,Control,0,0,0
256,-2.216353319004501,Control,0,0,0
257,-5.646479060081948,Control,0,0,0
258,-5.055451679533954,Control,0,0,0
259,-2.437158832875874,Control,0,0,0
260,-0.9302529408820862,Control,0,0,0
261,2.9759213676259373,Control,0,0,0
262,5.355698228910559,Control,0,0,0
263,4.5885364422702155,Control,0,0,0
264,3.3911168140835235,Control,0,0,0
265,0.495628571268071,Control,0,0,0
266,-2.6127783658889867,Control,0,0,0
267,-5.1890693224530695,Control,0,0,0
268,-4.1739371126773,Control,0,0,0
269,-3.4229358952958835,Control,0,0,0
270,0.5212833284328932,Control,0,0,0
271,2.8970802131227376,Control,0,0,0
272,4.364889286739103,Control,0,0,0
273,4.929297030707706,Control,0,0,0
274,3.04738120015268,Control,0,0,0
275,-0.8771962209222159,Control,0,0,0
276,-3.7067218143704745,Control,0,0,0
277,-4.605411344550831,Control,0,0,0
278,-4.8116231871737805,Control,0,0,0
279,-2.824492131068139,Control,0,0,0
280,-0.13985504126730383,Control,0,0,0
281,2.111604737073746,Control,0,0,0
282,4.874592852599458,Control,0,0,0
283,4.401488719241749,Control,0,0,0
284,3.03570634751866,Control,0,0,0
285,0.276678322084196,Control,0,0,0
286,-2.7929418247896245,Control,0,0,0
287,-5.086303414876065,Control,0,0,0
288,-5.382742523509668,Control,0,0,0
289,-2.426276924054536,Control,0,0,0
290,-0.6818312417735887,Control,0,0,0
291,2.8142397822179683,Control,0,0,0
292,5.354144273633684,Control,0,0,0
293,3.8982840980555054,Control,0,0,0
294,2.8915308179734183,Control,0,0,0
295,-0.23597337402637084,Control,0,0,0
296,-2.947395880362281,Control,0,0,0
297,-4.926233815490213,Control,0,0,0
298,-4.29156837213576,Control,0,0,0
299,-1.5012436588869522,Control,0,0,0
300,2.974506762207167,Experiment,0,0,3
301,6.284583629552651,Experiment,0,0,3
302,7.11986337323334,Experiment,0,0,3
303,7.296876570024047,Experiment,0,0,3
304,6.50498914449433,Experiment,0,0,3
305,2.9049796163553077,Experiment,0,0,3
306,-0.5457859429345636,Experiment,0,0,3
307,-2.014700611783529,Experiment,0,0,3
308,-1.5065129793463568,Experiment,0,0,3
309,-0.7007188243943548,Experiment,0,0,3
310,2.039669376090689,Experiment,0,0,3
311,5.585524388865843,Experiment,0,0,3
312,7.354896310333185,Experiment,0,0,3
313,8.629406810300752,Experiment,0,0,3
314,6.234101084450205,Experiment,0,0,3
315,3.20536565251699,Experiment,0,0,3
316,-0.1835661656147148,Experiment,0,0,3
317,-1.9569444310097606,Experiment,0,0,3
318,-1.9830424812199667,Experiment,0,0,3
319,0.305149256698487,Experiment,0,0,3
320,3.3771363146842255,Experiment,0,0,3
321,5.855155192828896,Experiment,0,0,3
322,7.59028968853942,Experiment,0,0,3
323,7.341889332709164,Experiment,0,0,3
324,6.074986925478282,Experiment,0,0,3
325,2.9142445684472755,Experiment,0,0,3
326,0.39607040371410757,Experiment,0,0,3
327,-1.72811492282153,Experiment,0,0,3
328,-2.2979580734208245,Experiment,0,0,3
329,-0.09519475637842745,Experiment,0,0,3
330,3.270068886011743,Experiment,0,0,3
331,5.885947614636519,Experiment,0,0,3
332,7.541511302581518,Experiment,0,0,3
333,7.867091843909525,Experiment,0,0,3
334,5.308987482662729,Experiment,0,0,3
335,2.970179774244684,Experiment,0,0,3
336,0.03560714119178622,Experiment,0,0,3
337,-1.6883940373349484,Experiment,0,0,3
338,-1.572035537069583,Experiment,0,0,3
339,-1.142780665908994,Experiment,0,0,3
340,2.286191801524289,Experiment,0,0,3
341,6.356208047242146,Experiment,0,0,3
342,6.860713923797185,Experiment,0,0,3
343,7.823074189215668,Experiment,0,0,3
344,5.709372336161117,Experiment,0,0,3
345,4.026312507533561,Experiment,0,0,3
346,0.30689755464224466,Experiment,0,0,3
347,-1.2739398095249086,Experiment,0,0,3
348,-1.1215026183530652,Experiment,0,0,3
349,0.24339655976761077,Experiment,0,0,3
350,2.649465701638798,Experiment,0,0,3
351,6.1835187653871495,Experiment,0,0,3
352,7.562204022763609,Experiment,0,0,3
353,7.154416546810431,Experiment,0,0,3
354,6.611203955553237,Experiment,0,0,3
355,3.590482662948961,Experiment,0,0,3
356,-0.47126207040666723,Experiment,0,0,3
357,-1.3989418336968047,Experiment,0,0,3
358,-1.9281793505379214,Experiment,0,0,3
359,0.5040213959411166,Experiment,0,0,3
360,3.1489155940052282,Experiment,0,0,3
361,6.389825868142409,Experiment,0,0,3
362,7.166737190894574,Experiment,0,0,3
363,8.471100949348422,Experiment,0,0,3
364,4.899768456565189,Experiment,0,0,3
365,3.50060913446679,Experiment,0,0,3
366,-0.4958343430900479,Experiment,0,0,3
367,-1.9120222895609995,Experiment,0,0,3
368,-1.805830026448247,Experiment,0,0,3
369,0.4280832325337201,Experiment,0,0,3
370,2.5900886838049013,Experiment,0,0,3
371,5.581923919254369,Experiment,0,0,3
372,7.50059317067872,Experiment,0,0,3
373,7.357740960629265,Experiment,0,0,3
374,4.809038510518399,Experiment,0,0,3
375,2.2429404833248032,Experiment,0,0,3
376,-0.8654152712531341,Experiment,0,0,3
377,-2.09351681417919,Experiment,0,0,3
378,-1.8893198498805654,Experiment,0,0,3
379,-0.14812106295849442,Experiment,0,0,3
380,3.4650454148651892,Experiment,0,0,3
381,5.444128828534152,Experiment,0,0,3
382,7.9709284580804765,Experiment,0,0,3
383,8.072370997375943,Experiment,0,0,3
384,6.182947153488674,Experiment,0,0,3
385,3.055008444352797,Experiment,0,0,3
386,0.6896914805716259,Experiment,0,0,3
387,-1.484241176710541,Experiment,0,0,3
388,-1.713582854621708,Experiment,0,0,3
389,0.19130951995279014,Experiment,0,0,3
390,3.51849666154289,Experiment,0,0,3
391,6.42037877752421,Experiment,0,0,3
392,8.174091743547898,Experiment,0,0,3
393,7.7880348705213125,Experiment,0,0,3
394,5.616169501949493,Experiment,0,0,3
395,2.835161367418753,Experiment,0,0,3
396,0.7923058665928272,Experiment,0,0,3
397,-1.8732579304250894,Experiment,0,0,3
398,-1.1873098585661597,Experiment,0,0,3
399,0.5875107230994494,Experiment,0,0,3
