time,segment_id,frequency,y
69,Control,0.6283185307179586,-3.174997721571152
70,Control,0.6283185307179586,0.10847611466819355
71,Control,0.6283185307179586,1.961338972427162
72,Control,0.6283185307179586,4.577855602017251
73,Control,0.6283185307179586,4.967898154554433
74,Control,0.6283185307179586,3.9341614765901283
75,Control,0.6283185307179586,0.16656368494173968
76,Control,0.6283185307179586,-2.9842937062710204
77,Control,0.6283185307179586,-5.454291850669446
78,Control,0.6283185307179586,-5.187668039822057
79,Control,0.6283185307179586,-2.8065469565926278
80,Control,0.6283185307179586,-0.5717306829626196
81,Control,0.6283185307179586,3.0996652640703632
82,Control,0.6283185307179586,5.18273533891383
83,Control,0.6283185307179586,4.998428183753764
84,Control,0.6283185307179586,2.838939215250417
85,Control,0.6283185307179586,-0.6502995942775631
86,Control,0.6283185307179586,-2.900183040245026
87,Control,0.6283185307179586,-4.37429823985776
88,Control,0.6283185307179586,-4.482051731910296
89,Control,0.6283185307179586,-3.0537246834517946
90,Control,0.6283185307179586,0.6562389917976011
91,Control,0.6283185307179586,3.7799011789724175
92,Control,0.6283185307179586,4.56215878926229
93,Control,0.6283185307179586,5.215774391222231
94,Control,0.6283185307179586,2.652501313751864
95,Control,0.6283185307179586,-0.5535935867027657
96,Control,0.6283185307179586,-3.1261799149420666
97,Control,0.6283185307179586,-3.62263169328973
98,Control,0.6283185307179586,-5.143239815321908
99,Control,0.6283185307179586,-3.6819058038258774
100,Control,0.6283185307179586,0.4967323833208096
101,Control,0.6283185307179586,2.667228519205321
102,Control,0.6283185307179586,4.842119472717441
103,Control,0.6283185307179586,4.897666842116348
104,Control,0.6283185307179586,3.424199610761719
105,Control,0.6283185307179586,-0.19771557598860345
106,Control,0.6283185307179586,-3.6140965382594774
107,Control,0.6283185307179586,-4.521486595523772
108,Control,0.6283185307179586,-5.201928757552055
109,Control,0.6283185307179586,-3.3320550252586028
110,Control,0.6283185307179586,-0.6041783324765236
111,Control,0.6283185307179586,2.6792983608910212
112,Control,0.6283185307179586,4.7272418745687945
113,Control,0.6283185307179586,4.608371338481358
114,Control,0.6283185307179586,2.5059151122725662
115,Control,0.6283185307179586,-0.39571189745201923
116,Control,0.6283185307179586,-3.0354008295393706
117,Control,0.6283185307179586,-5.743894986098118
118,Control,0.6283185307179586,-4.890540686422043
119,Control,0.6283185307179586,-3.7515873322329973
120,Control,0.6283185307179586,0.5082862323337741
121,Control,0.6283185307179586,2.726304161392479
122,Control,0.6283185307179586,4.756368761873956
123,Control,0.6283185307179586,5.312777618317698
124,Control,0.6283185307179586,3.338085781510757
125,Control,0.6283185307179586,0.5652768552362467
126,Control,0.6283185307179586,-3.2813987092696077
127,Control,0.6283185307179586,-4.955165637269656
128,Control,0.6283185307179586,-5.246134749083523
129,Control,0.6283185307179586,-2.6909206083784216
130,Control,0.6283185307179586,0.44848948284230516
131,Control,0.6283185307179586,2.813579263635733
132,Control,0.6283185307179586,4.664989716570269
133,Control,0.6283185307179586,3.7370003432000383
134,Control,0.6283185307179586,1.6300126538483095
135,Control,0.6283185307179586,-0.5610446981500355
136,Control,0.6283185307179586,-2.591387961014925
137,Control,0.6283185307179586,-3.2717062057481847
138,Control,0.6283185307179586,-5.405026741120708
139,Control,0.6283185307179586,-3.445566040900717
140,Control,0.6283185307179586,0.02554798935437569
141,Control,0.6283185307179586,3.036082402530591
142,Control,0.6283185307179586,4.837615919490583
143,Control,0.6283185307179586,4.610284029725073
144,Control,0.6283185307179586,2.9022467345921235
145,Control,0.6283185307179586,-0.525988194709098
146,Control,0.6283185307179586,-2.7039368947594147
147,Control,0.6283185307179586,-4.884222099016397
148,Control,0.6283185307179586,-5.397014088993965
149,Control,0.6283185307179586,-2.5942352930118124
150,Control,0.6283185307179586,0.6711088564932641
151,Control,0.6283185307179586,2.983932556449427
152,Control,0.6283185307179586,5.0615216362427615
153,Control,0.6283185307179586,4.351568543333689
154,Control,0.6283185307179586,3.1813652214251875
155,Control,0.6283185307179586,0.3423334844561999
156,Control,0.6283185307179586,-2.6272022653771483
157,Control,0.6283185307179586,-5.242598524828229
158,Control,0.6283185307179586,-5.105738244139182
159,Control,0.6283185307179586,-2.829409251861781
160,Control,0.6283185307179586,-0.06569360244874299
161,Control,0.6283185307179586,3.2026382127896773
162,Control,0.6283185307179586,4.084008436954154
163,Control,0.6283185307179586,4.9894993715359695
164,Control,0.6283185307179586,3.3842850818582866
165,Control,0.6283185307179586,0.5675618343689237
166,Control,0.6283185307179586,-3.222640691026518
167,Control,0.6283185307179586,-4.873306311481167
168,Control,0.6283185307179586,-4.650245492074415
169,Control,0.6283185307179586,-2.958251750446668
170,Control,0.6283185307179586,0.12644924968564877
171,Control,0.6283185307179586,3.4782898102706263
172,Control,0.6283185307179586,4.216558862281171
173,Control,0.6283185307179586,4.880821212537335
174,Control,0.6283185307179586,3.615228062644203
175,Control,0.6283185307179586,-0.6235310349171426
176,Control,0.6283185307179586,-3.415208250067284
177,Control,0.6283185307179586,-4.7521384138197265
178,Control,0.6283185307179586,-4.580964552149836
179,Control,0.6283185307179586,-2.695120470859987
180,Control,0.6283185307179586,-0.8600281763736269
181,Control,0.6283185307179586,2.8754213822314876
182,Control,0.6283185307179586,4.438144464038858
183,Control,0.6283185307179586,4.887621054241641
184,Control,0.6283185307179586,2.5301572260800933
185,Control,0.6283185307179586,0.2335213057943353
186,Control,0.6283185307179586,-3.489394163354139
187,Control,0.6283185307179586,-5.092665708001601
188,Control,0.6283185307179586,-4.123261330665778
189,Control,0.6283185307179586,-3.27330692287532
190,Control,0.6283185307179586,-0.1332011917025509
191,Control,0.6283185307179586,2.872414423247684
192,Control,0.6283185307179586,5.631431196649599
193,Control,0.6283185307179586,4.507421941085199
194,Control,0.6283185307179586,2.69035176755885
195,Control,0.6283185307179586,0.48952844284570274
196,Control,0.6283185307179586,-3.9254486975182923
197,Control,0.6283185307179586,-4.360136914000426
198,Control,0.6283185307179586,-5.217677382165945
199,Control,0.6283185307179586,-3.0477016175701284
200,Control,0.6283185307179586,-1.151761381379631
201,Control,0.6283185307179586,2.491742426903408
202,Control,0.6283185307179586,4.776649175529591
203,Control,0.6283185307179586,5.216111334397743
204,Control,0.6283185307179586,3.4097461950052708
205,Control,0.6283185307179586,-0.24032747704973917
206,Control,0.6283185307179586,-2.8376844864451236
207,Control,0.6283185307179586,-5.297832948908588
208,Control,0.6283185307179586,-4.070564292957698
209,Control,0.6283185307179586,-2.9885090638706946
210,Control,0.6283185307179586,1.2207339145981653
211,Control,0.6283185307179586,2.745350636014419
212,Control,0.6283185307179586,4.1792759767428
213,Control,0.6283185307179586,4.644656207668606
214,Control,0.6283185307179586,2.4414989670537213
215,Control,0.6283185307179586,0.14948646084355732
216,Control,0.6283185307179586,-2.6221727644200494
217,Control,0.6283185307179586,-4.665482511004867
218,Control,0.6283185307179586,-4.931703611771283
219,Control,0.6283185307179586,-3.132507177081441
220,Control,0.6283185307179586,0.017662405304621886
221,Control,0.6283185307179586,2.2927838924234436
222,Control,0.6283185307179586,4.544401965119747
223,Control,0.6283185307179586,4.806415267879627
224,Control,0.6283185307179586,2.941253773963586
225,Control,0.6283185307179586,0.21216062796142932
226,Control,0.6283185307179586,-2.708958363627059
227,Control,0.6283185307179586,-5.767813135358974
228,Control,0.6283185307179586,-4.8512000779512405
229,Control,0.6283185307179586,-2.7364226535527
230,Control,0.6283185307179586,-0.15079791545032367
231,Control,0.6283185307179586,2.3645070122225995
232,Control,0.6283185307179586,4.74259981921846
233,Control,0.6283185307179586,5.151909657581683
234,Control,0.6283185307179586,3.1610013390173965
235,Control,0.6283185307179586,0.7949878272872114
236,Control,0.6283185307179586,-1.7108138737847671
237,Control,0.6283185307179586,-5.204233158602654
238,Control,0.6283185307179586,-4.802528568348531
239,Control,0.6283185307179586,-3.196733127365605
240,Control,0.6283185307179586,-0.6269736722921809
241,Control,0.6283185307179586,3.2023835620140253
242,Control,0.6283185307179586,4.272875977643447
243,Control,0.6283185307179586,5.3650073791539326
244,Control,0.6283185307179586,3.3919511719683375
245,Control,0.6283185307179586,-0.6347512634173457
246,Control,0.6283185307179586,-2.9442336745539084
247,Control,0.6283185307179586,-4.908377688632535
248,Control,0.6283185307179586,-4.585151525666464
249,Control,0.6283185307179586,-3.688661167108055
250,Control,0.6283185307179586,0.8055461759707057
251,Control,0.6283185307179586,2.9615397529102894
252,Control,0.6283185307179586,4.40193188921863
253,Control,0.6283185307179586,5.025881683085181
254,Control,0.6283185307179586,2.6006530920257878
255,Control,0.6283185307179586,-1.20817142725788
256,Control,0.6283185307179586,-3.5018935452254896
257,Control,0.6283185307179586,-5.242186090780138
258,Control,0.6283185307179586,-4.640168428394613
259,Control,0.6283185307179586,-3.2941569108322803
260,Control,0.6283185307179586,1.0456349943986982
261,Control,0.6283185307179586,3.1389763620588016
262,Control,0.6283185307179586,5.795277645792637
263,Control,0.6283185307179586,4.187822116990189
264,Control,0.6283185307179586,2.370596212688381
265,Control,0.6283185307179586,0.8283080246974341
266,Control,0.6283185307179586,-3.4729907850570596
267,Control,0.6283185307179586,-5.304927760686268
268,Control,0.6283185307179586,-4.380309142232168
269,Control,0.6283185307179586,-2.9167674655227502
270,Control,0.6283185307179586,0.5411996479153517
271,Control,0.6283185307179586,3.3054257767745963
272,Control,0.6283185307179586,5.108590425254232
273,Control,0.6283185307179586,5.0808882264480495
274,Control,0.6283185307179586,2.236846780527779
275,Control,0.6283185307179586,0.38963310496120995
276,Control,0.6283185307179586,-2.726904338812367
277,Control,0.6283185307179586,-4.516201485211139
278,Control,0.6283185307179586,-4.888157841526888
279,Control,0.6283185307179586,-3.3106255690443502
280,Control,0.6283185307179586,-0.0027087845850413575
281,Control,0.6283185307179586,3.538155551221698
282,Control,0.6283185307179586,5.516102332510271
283,Control,0.6283185307179586,5.122306432992539
284,Control,0.6283185307179586,3.124002690065776
285,Control,0.6283185307179586,0.8487873153174587
286,Control,0.6283185307179586,-3.1543355063469782
287,Control,0.6283185307179586,-4.4990428033850085
288,Control,0.6283185307179586,-4.942385938592319
289,Control,0.6283185307179586,-3.161577811837879
290,Control,0.6283185307179586,0.08562937196520275
291,Control,0.6283185307179586,2.740247009125826
292,Control,0.6283185307179586,4.423511319488938
293,Control,0.6283185307179586,5.407071592371745
294,Control,0.6283185307179586,3.2207736927565844
295,Control,0.6283185307179586,0.3091786534493464
296,Control,0.6283185307179586,-2.182720120227038
297,Control,0.6283185307179586,-4.6921587221967345
298,Control,0.6283185307179586,-4.620078622818203
299,Control,0.6283185307179586,-3.6079435585913044
300,Experiment,1.5707963267948966,-0.810133674102389
301,Experiment,1.5707963267948966,4.7771505476713125
302,Experiment,1.5707963267948966,-0.3546728065937591
303,Experiment,1.5707963267948966,-4.725460206363556
304,Experiment,1.5707963267948966,-0.3496656336912008
305,Experiment,1.5707963267948966,5.026075954223375
306,Experiment,1.5707963267948966,-0.4461397175240563
307,Experiment,1.5707963267948966,-5.201202507993256
308,Experiment,1.5707963267948966,-0.38701167003999176
309,Experiment,1.5707963267948966,5.486793553097846
310,Experiment,1.5707963267948966,-1.4915885305723982
311,Experiment,1.5707963267948966,-5.28669002838654
312,Experiment,1.5707963267948966,0.05900967313359939
313,Experiment,1.5707963267948966,5.36823880899789
314,Experiment,1.5707963267948966,0.2942940963159174
315,Experiment,1.5707963267948966,-4.555453304872751
316,Experiment,1.5707963267948966,-0.38596784168559095
317,Experiment,1.5707963267948966,5.737232307810769
318,Experiment,1.5707963267948966,-0.4029424183760155
319,Experiment,1.5707963267948966,-5.581719668157964
320,Experiment,1.5707963267948966,0.2969248117452297
321,Experiment,1.5707963267948966,4.720503396363347
322,Experiment,1.5707963267948966,0.05625914208794338
323,Experiment,1.5707963267948966,-5.741854012294033
324,Experiment,1.5707963267948966,0.10541039024396691
325,Experiment,1.5707963267948966,4.6589942001898645
326,Experiment,1.5707963267948966,-0.5468973625180971
327,Experiment,1.5707963267948966,-5.401428748261128
328,Experiment,1.5707963267948966,0.2723248362776668
329,Experiment,1.5707963267948966,4.709149653694079
330,Experiment,1.5707963267948966,-0.2635315790002551
331,Experiment,1.5707963267948966,-4.259656609532837
332,Experiment,1.5707963267948966,-0.2779134196994002
333,Experiment,1.5707963267948966,4.3110833316327835
334,Experiment,1.5707963267948966,-0.2278166907692934
335,Experiment,1.5707963267948966,-5.0629885402520705
336,Experiment,1.5707963267948966,0.136065312211229
337,Experiment,1.5707963267948966,5.565376847898514
338,Experiment,1.5707963267948966,-0.5708128705094948
339,Experiment,1.5707963267948966,-5.4000241180026896
340,Experiment,1.5707963267948966,0.36285897341939183
341,Experiment,1.5707963267948966,3.961676356249076
342,Experiment,1.5707963267948966,-0.2141248055506496
343,Experiment,1.5707963267948966,-4.800682194086336
344,Experiment,1.5707963267948966,-0.1176993082148348
345,Experiment,1.5707963267948966,5.352910562539937
346,Experiment,1.5707963267948966,0.028280467084854623
347,Experiment,1.5707963267948966,-4.9473150840399365
348,Experiment,1.5707963267948966,-0.4220700772863837
349,Experiment,1.5707963267948966,5.031389694773399
350,Experiment,1.5707963267948966,0.9163792985874224
351,Experiment,1.5707963267948966,-5.985889574458781
352,Experiment,1.5707963267948966,0.06959741109278773
353,Experiment,1.5707963267948966,4.810759197870598
354,Experiment,1.5707963267948966,0.3933265917007219
355,Experiment,1.5707963267948966,-5.0185072257944165
356,Experiment,1.5707963267948966,0.4629781754231482
357,Experiment,1.5707963267948966,5.439840794100113
358,Experiment,1.5707963267948966,-0.3783816936161807
359,Experiment,1.5707963267948966,-5.711349176416746
360,Experiment,1.5707963267948966,0.5870600513019528
361,Experiment,1.5707963267948966,4.933381963280288
362,Experiment,1.5707963267948966,0.3169569492519705
363,Experiment,1.5707963267948966,-5.133953921815199
364,Experiment,1.5707963267948966,-0.5009230626437752
365,Experiment,1.5707963267948966,4.960177119492884
366,Experiment,1.5707963267948966,0.5120850233386638
367,Experiment,1.5707963267948966,-5.037533932110293
368,Experiment,1.5707963267948966,-0.6671847460129211
369,Experiment,1.5707963267948966,4.779534001112248
370,Experiment,1.5707963267948966,-0.16481633168202955
371,Experiment,1.5707963267948966,-6.261325314026854
372,Experiment,1.5707963267948966,-0.0483209334137963
373,Experiment,1.5707963267948966,4.685498763440833
374,Experiment,1.5707963267948966,0.7786402363290547
375,Experiment,1.5707963267948966,-4.353663862423677
376,Experiment,1.5707963267948966,0.0832025177488704
377,Experiment,1.5707963267948966,4.419991801443982
378,Experiment,1.5707963267948966,-0.28367869796052986
379,Experiment,1.5707963267948966,-4.885078188700158
380,Experiment,1.5707963267948966,-0.7633765149400803
381,Experiment,1.5707963267948966,4.5823817186449025
382,Experiment,1.5707963267948966,-0.2037683218688786
383,Experiment,1.5707963267948966,-5.5629756291572185
384,Experiment,1.5707963267948966,0.3366947106276526
385,Experiment,1.5707963267948966,5.159152860784704
386,Experiment,1.5707963267948966,-0.1797506286270254
387,Experiment,1.5707963267948966,-5.385406061347905
388,Experiment,1.5707963267948966,0.36569251407988335
389,Experiment,1.5707963267948966,4.177433521027312
390,Experiment,1.5707963267948966,0.2256156629669613
391,Experiment,1.5707963267948966,-4.987162619764816
392,Experiment,1.5707963267948966,0.14024086148348663
393,Experiment,1.5707963267948966,5.178366728692719
394,Experiment,1.5707963267948966,0.19008028732504387
395,Experiment,1.5707963267948966,-4.389451143985107
396,Experiment,1.5707963267948966,0.28009385140892756
397,Experiment,1.5707963267948966,4.535857019408142
398,Experiment,1.5707963267948966,0.5193045733120893
399,Experiment,1.5707963267948966,-4.886601915844263
